regio1,serviceCharge,heatingType,telekomTvOffer,telekomHybridUploadSpeed,newlyConst,balcony,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,firingTypes,hasKitchen,geo_bln,cellar,yearConstructedRange,baseRent,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,baseRentRange,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,livingSpaceRange,regio2,regio3,description,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish,electricityBasePrice,electricityKwhPrice,date
Sachsen,150,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,6,0,40,440,NA,113289535,NA,gas,TRUE,Sachsen,TRUE,NA,290,22,66.51,Erzgebirgskreis,refurbished,normal,negotiable,Obere Stra&szlig;e,Obere_Straße,FALSE,1,NA,08304,2,NA,3,2,2,FALSE,3,Erzgebirgskreis,Schönheide,"Voll sanierte REKO-Wohnung im Alten Forstamt"" Ob. Straße 22.
66,51 qm im I. OG mit Einbauküche !!! 
Eine nette, ruhige Hausgemeinschaft mit nur 4 Wohneinheiten sorgt dafür, dass Sie sich wohlfühlen.","Die Wohnung verfügt über eine große, helle und gemütliche Wohnküche inkl. Einbauküche. Zur Einbauküche gehören Hänge- und Unterschränke, ein E-Herd, Umlufthaube, Spüle und Kühlschrank. Auch hier sorgt ein großes Fenster für die nötige Belüftung. Der Fliesenfußboden und der Fliesenspiegel hinter der Arbeitsfläche macht das reinigen zum Kinderspiel. 
Das großzügige Tageslichtbad ist mit einer Badewanne, Handwaschbecken, WC und einen Platz für Ihre Waschmaschine ausgestattet. Der Fußboden ist gefließt und die Wände sind gefliest, jedoch nicht Deckenhoch. 
Aufgrund ihrer Lage ist sie auch bestens geeignet für ältere Bewohner. Im Sommer kann der große Garten am Haus von allen Mieter gleichermaßen genutzt werden.",NA,NA,NA,NA,NA,Oct19
Schleswig_Holstein,NA,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,7,3.65,10,600,1994,114776933,1,gas,FALSE,Schleswig_Holstein,FALSE,5,600,85,52,Pinneberg_Kreis,well_kept,NA,no,Blankeneser Chaussee,Blankeneser_Chaussee,FALSE,4,half_basement,22869,2,93.5,NA,NA,2,FALSE,2,Pinneberg_Kreis,Schenefeld,"Die 2 Zimmer-Wohnung verfügt über ca. 52 m² Wohnfläche und befindet sich im Souterrain (WE 018).

Die Wohnung wird gereinigt und neu gestrichen übergeben.","Die Wohnung befindet sich in einem ansprechenden und sehr gepflegten Rotklinker-Mehrfamilienhaus (Bj. 1994) Die Ausstattung beinhaltet folgende Details:

Helle Einbauküche mit neuen Cerankochfeld und Backofen integriert im Wohnbereich
Duschbad mit Fenster und Waschmaschinenanschluss
Holzlaminat 
Separate Abstellkammer und kleines ""Flurzimmer"" in der Wohnung 
Fahrradkeller",NA,NA,NA,NA,NA,Feb20
Niedersachsen,78,central_heating,ON_DEMAND,NA,TRUE,TRUE,11,5.25,2.4,757.4,2018,110639127,1,gas,TRUE,Niedersachsen,FALSE,9,567,8b,53,Hannover_Kreis,mint_condition,sophisticated,NA,Poststra&szlig;e,Poststraße,TRUE,4,roof_storey,31303,2,36.3,2,2,2,FALSE,2,Hannover_Kreis,Burgdorf,"Die Angebotene Dachgeschosswohnung, welche Zentral in der Burgdorfer Innenstadt gelegen ist, verfügt über einige Annehmlichkeiten, wie einen stufenlosen Zugang zum Haus. Mit dem Aufzug können Sie bequem auf Ihre Etage, welche ausschließlich von Ihnen genutzt wird, fahren.","Sie betreten Ihre zukünftige Wohnung über den Eigangsbereich. Von dem kleinen Flur aus gelangen Sie in den großzügig und offen gestalteten Wohn und Essbereich mit angrenzender Einbauküche. Von diesem Raum aus haben Sie die Möglichkeit Ihre wundervolle Terrasse zu betreten. Das Schlafzimmer sowie das Badezimmer sind ebenfalls über den Flur zu erreichen. 

Die Wohnung wurde mit hochwerigen Venylboden ausgestattet. Im Tageslicht-Badezimmer wurden Fliesen in angenehmen Farben verlegt. 

Die gesamte Wohnung ist mit Fußbodenheizung ausgestattet, im Badezimmer steht Ihnen ein zusätzlicher Handtuchtrockner zur Verfügung. 

Eine moderne elektrische Belüftungsanlage versorgt die Wohnung ganztätig mit frischer Luft - und das ohne die Fenster öffnen zu müssen. 

Ihnen stehen 2 Abstellräume zur Verfügung. Einer der Abstellräume befindet sich außerhalb der Wohnung, jedoch auf der selben Etage und kann wie ein Kellerraum angesehen werden. Hier gibt es die Möglichkeit u.a. ein Fahrrad gesichert abzustellen.",62.4,A,NA,NA,NA,May19
Nordrhein_Westfalen,175,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,14,3.94,40,815,1972,114837138,NA,gas,FALSE,Nordrhein_Westfalen,TRUE,3,640,NA,82,Rheinisch_Bergischer_Kreis,refurbished,sophisticated,NA,no_information,NA,FALSE,5,NA,51515,3,141.2,2,NA,3,FALSE,4,Rheinisch_Bergischer_Kreis,Kürten,"Das massiv gebaute und vollunterkellerte Mehrfamilienhaus hat 3 Wohnetagen mit insgesamt 12 Mietwohnungen. Neben einer gemeinschaftlichen Waschküche und einem Fahrradkeller hat jede Wohnung einen Kellerabstellraum. Der Wohngemeinschaft des Hauses steht zur Nutzung eine hauseigene, digitale SAT-TV-Anlage zur Verfügung.","Die Wohnung im 1.OG ist  renoviert bzw. saniert worden, wie z.B. neue Heizung, Fenster, Türen, Bodenbeläge, neues Bad mit Fenster etc., machen die helle, gemütliche und vom Grundriss gutgeschnittene, neuwertige 3-Zimmerwohnung mit Balkon attraktiv. Die Fußböden der Zimmer und der Diele sind mit einem modernen Laminat, außer das Bad mit hellen Fliesen und hochwertigen Granit ausgelegt, siehe Fotos",NA,NA,NA,NA,NA,Feb20
Nordrhein_Westfalen,115,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,5,4.44,40,672,1964,111370962,NA,gas,FALSE,Nordrhein_Westfalen,TRUE,2,512,88,64,Dortmund,modernized,normal,negotiable,Solbergweg,Solbergweg,FALSE,4,roof_storey,44225,2,NA,5,5,2,FALSE,3,Dortmund,Barop,"Schöne helle Dachgeschosswohnung mit s/w Balkon
Licht durchflutet","Laminatboden
Bad weiss mit Fenster
eigener Kellerraum",40,NA,NA,NA,NA,May19
Nordrhein_Westfalen,100,floor_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,5,2.91,10,750,NA,113310918,1,NA,FALSE,Nordrhein_Westfalen,TRUE,NA,650,1,58,Gütersloh_Kreis,NA,NA,no,Zum Eidhagen,Zum_Eidhagen,TRUE,5,other,33378,2,NA,NA,NA,2,FALSE,2,Gütersloh_Kreis,Rheda_Wiedenbrück,"
-öffnen-

Austattungs-Highlights:
✓ Türspion und Verriegelung und hohem Sicherheitsstandard,  ✓Eigener Balkon mit Schiebetüren
✓Aufzug
✓ Wohnung mit eigenem, grossen Abstellraum im Vollkeller
✓Fussbodenheizung & Badheizkörper 
✓Tür-Gegensprecheinrichtung von ELCOM
✓ Rauchmelder von BERKER 
✓abschliessbare Fahrradgarage mit eigener Lademöglichkeit für E-Bikes.
✓Waschraum
✓Großer eingebauter Spiegel im Bad

Abstellmöglichkeiten: 
✓Eigener Parkplatz
✓Eigener Keller 10m²
✓Abschließbarer Fahrradkeller

Location-Highlights: 
✓Post - 2 Minuten Fußweg 
✓Expert- 2 Minuten Fußweg
✓Supermarkt, Hitt, Lidl, Aldi - 3-5minuten mit dem Auto
✓Küchengeschäft 2 Minuten Fußweg
✓Frisörsalon und Stadtzentrum 2 Minuten Fahrrad 
✓Shishabar 5minuten mit Fahrrad 
✓Rheda-Wiedenbrück Bahnhof 5min Auto, 15min Fußweg
✓Möbelgeschäft Westermann und Hammer 5min. Auto

Umgebung-Highlights: 
✓Ruhiges Waldstück zum entspannen
✓Naturgebiet mit frischer Luft 
✓Katzensprung zum Schloss Rheda
✓Kleiner Streichelzoo und Minigolf-Platz 2-3min Fußweg
✓Skaterpark & Volleyballfeld

Möblierung kann für 1500,- mitgenommen werden: 
✓Boxspringbett für 2 Personen 
✓Großer Kühlschrank 
✓Desingertisch 
✓2x Designerstühle
✓Balkonstühle und Tisch
✓Gemütliche Ledercouch
✓Waschmaschine

Bitte nur bewerben und mich kontaktieren, wenn sie folgende Bedingungen erfüllen: 
✓Sie haben geregeltes Einkommen und können die letzten 3 vergangenen Einkommensnachweise vorweisen
✓Sie wollen in die Wohnung zeitnah einziehen
✓Rufen sie mich an oder schreiben Sie mir auf WhatsApp und wir vereinbaren zeitnah eine Wohnungsbesichtigung.


Bei dieser ansprechenden Immobilie handelt es sich um eine Wohnung, die ab sofort bezogen werden kann. Zu der Wohnung zählen zwei attraktive Zimmer. Über einen Fahrstuhl gelangen Sie bequem in die entsprechende Etage. Beachten Sie auch, dass sich auf dem Balkon wunderbar vom Alltag erholen lässt. Ein Stellplatz für Ihr Auto und ein Kellerraum stehen Ihnen außerdem zur Verfügung.",NA,NA,NA,NA,NA,NA,Oct19
Niedersachsen,90,self_contained_central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,7,1.6,40,425,1900,115622556,NA,gas,FALSE,Niedersachsen,FALSE,1,335,3,60,Göttingen_Kreis,need_of_renovation,NA,negotiable,Vogelsangweg,Vogelsangweg,FALSE,2,other,34346,3,NA,3,3,3,TRUE,2,Göttingen_Kreis,Hannoversch_Münden,"3 - Zimmer Wohnung in  Altbau
Tageslichtbad mit Badewanne 
Separates WC
Kurze Wege zum Zentrum oder Bahnhof
Gute Verkehrsanbindung nach Kassel oder Göttingen
61 qm
Frei: ab sofort 
Von privat 335 € + NK 90 €
Kaution 2 Kaltmieten
Die Wohnung ist unrenoviert
Bei Übernahme der Renovierung durch den Mieter kann Material übernommen werden bzw. ein Mietfreie Einzugszeit vereinbart werden.

Baujahr: 1890

Vogelsangweg 3
34346 Hann. Münden",NA,NA,NA,NA,NA,NA,Feb20
Sachsen,220,central_heating,ONE_YEAR_FREE,10,FALSE,TRUE,29,1.52,2.4,869,1997,113608353,1,gas,TRUE,Sachsen,TRUE,5,649,24,109.02,Plauen,fully_renovated,sophisticated,negotiable,Mammenstra&szlig;e,Mammenstraße,FALSE,5,maisonette,08527,4,117.4,NA,NA,4,FALSE,5,Plauen,Ostvorstadt,"Achtung: 
- Hundehaltung als Einzelfallentscheidung, bitte vor Besichtigung abklären ob dies durch den Eigentümer gestattet wird

Hausmeister:
- es findet im Objekt eine wöchentliche Treppenhausreinigung durch den derzeitig bestellten Hausmeisterdienst statt","- Fußböden:
Laminatfußboden im gesamten Wohnbereich verlegt / Fußbodenfliesen in Küche und Badezimmer vorhanden

- Badezimmer:
Badezimmer ist mit Fenster und Badewanne ausgestattet / Stellmöglichkeit für eine Waschmaschine ist gegeben / Gäste WC mit Fenster

- Küche:
Küche mit Fenster / Übernahme der vorhandenen Einbauküche vom Vormieter möglich (Preis: VB)

- Austritte:
Balkon am Wohnzimmer und Dachterrasse am Kinderzimmer

- Nebengelass: 
Abstellraum im Treppenhaus / Kellerabteil vorhanden / großer Fahrradraum / Trockenraum vorhanden

- Pkw Stellplatz:
Pkw Stellplatz optional möglich (Miete 20,00 EUR monatlich)

Medien:
- DSL Anschluss in der Wohnung (übliche Bandbreitenversorgung durch Telekom ca. 16000 DSL) / Kabelfernsehen über Pyur möglich

Besonderheiten: 
Top Lage / Maisonette Wohnung / Gäste WC",NA,NA,1997,NA,NA,Oct19
Mecklenburg_Vorpommern,140,NA,ONE_YEAR_FREE,NA,FALSE,TRUE,23,4.11,40,680,1997,115223416,NA,gas,TRUE,Mecklenburg_Vorpommern,TRUE,5,540,4,61.4,Schwerin,NA,normal,NA,Wallstra&szlig;e,Wallstraße,FALSE,4,roof_storey,19058,2,NA,3,3,2,FALSE,3,Schwerin,Feldstadt,"Sweet sweet home...

Eine besonders schöne 2 Zimmer Wohnung im Dachgeschoss eines modernen Hauses mit echtem WohnWohlfühl Komfort mitten in der City - Wallstraße.

Das moderne Gebäude hat eine sehr ansprechende Fassade, hell und freundlich gestaltet, Bj. 1997. 

Gehobener Standard mit guter Mietklientel. 

Schon der Hauseingangsbereich ist klassisch gepflegt, Sie werden direkt in einem lichtdurchfluteten, großzügigen Treppenhaus empfangen.

 Die Wohnung befindet sich mit ihrem Wohnzimmer  (ca. 22 qm) nach Süden, dem Schlafraum (ca. 14 qm) und der Küche (ca. 7 qm) nach Norden und dem Bad (ca. 8 qm) nach Osten ausgerichtet in drei Himmelsrichtungen... 
- perfekte Querlüftung inklusive. 

Im Kellergeschoss befindet sich ein Abstellraum und Gemeinschaftsräume für die Bewohner, wie ein Fahrradabstellraum und ein Wasch- und Trockenraum.

Da Gebäude hat eine Tiefgarage, ein Platz kann gemietet werden, auf Anfrage.","Vom Hausflur aus bis in die dritte Etage führen bequeme Treppen mit Handlauf bis zur Wohnung. 

Massive Türen im EG sowie im Dachgeschoss schaffen Sicherheit. 

Der Wohnungsflurbereich ist gut und geräumig geschnitten, von hier aus erreichen Sie sämtliche Räume.

Rechts vom Flur gehts in die Küche, die mit einer weißen Einbauküche, sowie weißen Bodenfliesen ausgestattet ist. Ein Tageslichtfenster schafft ausreichend Beleuchtung für ein gemütliches Küchenambiente. Ein kleiner Essbereich kann mit einem Hochtisch und 2 Barhockern toll gestaltet werden.

Vom Flur -direkt gegenüber- gehen Sie in den Schlafraum, der mit großen halbhohen Fenstern eine gemütliches Flair schafft bei guter Möblierung.

Im Flurbereich ist ein separater Einbau Wandschrank in einer Nische untergebracht, Platz auf 2,2 qm für dies und das...

Links vom Flur befindet sich das Wohnzimmer nach Süden. Schon früh am Tag scheint hier die wärmende Sonne durch die Bodentiefen Fenster und vermittelt ein angenehmes Wohngefühl. Der Wohnraum hat Platz für einen Wohn- und Essbereich. Der WinkelGrundriss lässt eine individuelle Möblierung zu. 

Ein Balkon nach Süden mit ca. 5,29 qm Fläche bietet offene Sicht Richtung Süden und einen geschützten Bereich nach Osten. 

Das großzügigen Wannenbad ist innenliegend. Auf 7,7 qm gibt es auch ausreichend Platz für eine Waschmaschine. Das moderne Bad ist mit weißen Wand- und Bodenfliesen ausgestattet. 

Als Bodenbelag befindet sich im Flur, Wohnraum und  Schlafraum ein beschauliches Fischgrätparkett, die klassische, hochwertigere Alternative zum Teppichboden.

Bad und Küche sind mit weißen, quadratischen Fliesen verlegt.

Die gesamte Wohnung befindet sich in einem sehr gepflegten Zustand.",NA,NA,NA,NA,NA,Feb20
Baden_Württemberg,100,central_heating,NA,NA,TRUE,TRUE,18,4.88,NA,NA,2019,111988503,NA,NA,TRUE,Baden_Württemberg,FALSE,9,770,13,34.9,Karlsruhe,first_time_use,sophisticated,no,St. Florianstra&szlig;e,St._Florianstraße,TRUE,5,NA,76135,1,13.8,NA,NA,1,FALSE,1,Karlsruhe,Beiertheim_Bulach,"- Karlsruhe New Central Homes -

Modernes, voll möbliert und hochwertig ausgestattetes Wohnappartement im Herzen der Stadt 
am Grüngürtel der Alb an der Günther-Klotz-Anlage! Die Wohnung befindet sich wenige Gehminuten vom Hauptbahnhof entfernt und bietet ideale Anbindung zur A5/A8 Autobahn. Trotzdem ist das Appartement im Grünen gelegen, mit einem hohen Ausbaustandart.
 
Derzeit entsteht auf einem ca. 1125 m² großen, innerstädtischen Grundstück, entlang der St.-Florian-Straße in Karlsruhe – OT Bulach, in unmittelbarer Nähe zum Albgrün und den Parkanlagen, ein modernes 10-Familienwohnhaus nach KFW 55 Standard, mit unterschiedlichen Wohnungsgrößen in 2,5 geschossiger Massivbauweise mit Satteldach, Aufzug, energieeffizienter Luft-Wasserwärmepumpe sowie hochwertiger Ausstattung.
 
Zur Vermietung stehen hier zwei möderne, voll möblierte  Business-Appartements (Halbsouterrain) als 1 ZKB-Appartement mit einer  Wohnungsgröße von ca. 34,9 m² Wohnfläche. Jeder Wohnung ist eine eingerichtete Terrasse (ca. 9m²) und ein geräumiges Kellerabteil mit rund 5,6 m² Abstellfläche zugeordnet, mit Zugang zum Fahrradkeller und Wasch-/ Trockenraum.
 
Ein Aufzug bringt die Bewohner bequem in alle Etagen des Gebäudes. Große Fahrradräume im Untergeschoss stehen der Gemeinschaft zur Verfügung.
 
Zu jeder Wohnung ist ein eigener KFZ-Stellplatz im Innenhof zugeordnet.
 
Eine tolle innerstädtische Wohnlage, das durchdachte Raumkonzept, eine geschmackvolle komplett neue Möblierung, eine ideale Südausrichtung und nicht zuletzt die energiesparende KFW-55 Bauweise werden Studenten wie auch Gerschäftsleute begeistern!
 
Hier bieten wir eine 1 ZKB – Wohnung Nr. 9 mit einer Wohnfläche von ca. 34,90 m² an, welche über geräumiges Duschbad, offene Dielenküche und ein nach Süden ausgerichteten Wohn-/ Schlafraum mit eigener Terrasse verfügt.  Zum Erstbezug steht dieses Appartement ab 01.07.2019 voll eingerichtet für den Mittel- bis Langzeitmieter zur Verfügung. (Mindestdauer 12 Monate)","Einige Details im Überblick:
 
  moderne Architektur des Gebäudes
  hochwertige, energiesparende KFW-55 Massivbauweise
  Luft-Wasserwärmepumpe sorgt für günstige Betriebskosten
  Fußbodenheizung in allen Räumen
  Balkone und Terrassen nach Süden ausgerichtet
  Aufzug in alle Etagen
  Video-Gegensprechanlage im Haus
  Parkettböden in allen Wohnräumen
  moderne Fliesenbeläge in Flur, WC und Badbereichen
  bodentiefe Duschtassen und Markensanitärobjekte
  Lüftungsanlage in jeder Wohnung
  Parkflächen Ihrem Bedarf angepasst
  kleiner Kinderspielplatz am Haus
  große Fahrradräume für die Gemeinschaft

Die Wohnung verfügt über ein komplett neues Inventar, wie z.B.:

- Neues Mobiliar (komplett möbliert) 
- Waschmaschine für 2 Appartements nutzbar
- Fahrradkeller für die Gemeinschaft
- eigener Abstellkeller auf der Etage
- Bett mit Ausziehfunktion (Gästebett) und Matratze
- Sofa mit Ausziehfunktion 
- Pantry-Küche mit Ofen, Kühlschrank und Induktionsherd
- Esszimmertisch mit Stühlen
- Schreibtisch mit Stuhl
- Gartenmöbel auf der Terrasse
- Badmöbel (Unterschrank / Spiegelschrank
- Hochwertiges Lichtkonzept in der gesamten Wohnung
- Kleiderschrank mit Spiegel
- Allzweckschrank Flur mit Spiegeln 
- Schwenkarm TV (für Installstation TV falls gewünscht/Optional))

Koffer nehmen, einziehen und Wohlfühlen!
",NA,A_PLUS,NA,NA,NA,Oct19
Sachsen,197,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,13,0.39,40,579.8,1900,108995436,NA,NA,FALSE,Sachsen,TRUE,1,382.8,NA,77,Zwickau_Kreis,refurbished,normal,negotiable,no_information,NA,FALSE,2,roof_storey,08393,4,110,3,3,4,FALSE,3,Zwickau_Kreis,Meerane,Saniertes Mehrfamilienhaus,"Helle geräumige Wohnung, komplett Tageslicht, Bad mit Wanne, 2 Kinderzimmer",NA,D,1995,NA,NA,May19
Bayern,100,floor_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,11,2.54,10,450,1995,95010139,NA,oil,TRUE,Bayern,TRUE,5,350,NA,40,Starnberg_Kreis,well_kept,NA,NA,no_information,NA,FALSE,2,half_basement,82319,1.5,122,NA,NA,1,FALSE,1,Starnberg_Kreis,Starnberg,"Ruhige 1 1/2-Zimmer im Souterrain, Einbauküche mit Elektrogeräten (die anderen Möbel sind nicht Bestandteil der Wohnung), Fußbodenheizung, eigener Eingang, Duschbad mit WC, Platz/Anschluss  für Waschmaschine, Kfz-Stellplatz, ab 01.10.2018 bevorzugt an Einzelperson zu vermieten.",NA,NA,NA,NA,71.43,0.2074,Sep18
Nordrhein_Westfalen,NA,NA,ONE_YEAR_FREE,10,FALSE,TRUE,26,2.56,10,1140,NA,111208571,NA,NA,TRUE,Nordrhein_Westfalen,TRUE,NA,890,NA,155,Wesel_Kreis,NA,NA,NA,no_information,NA,FALSE,6,ground_floor,46483,4,NA,NA,NA,4,TRUE,7,Wesel_Kreis,Wesel,"Wohnen im Schillviertel (Anliegerstraße)
Die Wohnung befindet sich in einem 3 Familienhaus im Erdgeschoss.
Die Wohnung ist hochwertig ausgestattet mit Fliesen und Parkettböden.
Alle Badezimmer sind nach 2015 renoviert.
Fußbodenheizung in allen Badezimmern, Kinderzimmer 1 und im Eßzimmer.

3 Monatsmieten Kaution 

Provisionsfrei direkt vom Eigentümer 

Zu der Wohnung gehört:
1 Schlafzimmer
1 Wohnzimmer (Kaminanschluß vorhanden)
1 Badezimmer mit Fenster
1 Küche (offen zum Eßzimmer)
1 Eßzimmer
1 Kinderzimmer 1 mit kleinem angrenzenden Badezimmer mit Kuppelfenster (Dusche, WC, Waschbecken)
1 Kinderzimmer 2 mit kleinem angrenzenden Badezimmer mit Kuppelfenster  (Dusche, WC, Waschbecken)
1 Wintergarten
1 Garten mit großer Terrasse und „Schuppen“
1 Keller (z.Z. als Büro und Bügelzimmer genutzt)
1 großer Abstellkeller

Hunde und Katzen bleiben bei uns leider draußen.

Bezugsfrei ab ca. Juli/August 2019

Garage und/oder Stellplatz optional gegen Mehrpreis 

",NA,NA,NA,NA,NA,NA,May19
Nordrhein_Westfalen,97.08,district_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,5,3.33,40,NA,1957,110484525,NA,district_heating,FALSE,Nordrhein_Westfalen,FALSE,2,328.6,6,53,Duisburg,refurbished,sophisticated,negotiable,Brahmstr.,Brahmstr.,FALSE,2,terraced_flat,47226,2,127,0,NA,2,FALSE,2,Duisburg,Rheinhausen_Mitte,"Die von uns angebotene 2 Zimmerwohnung liegt im Erdgeschoss eines gepflegten Mehrfamilienhauses im Stadtteil DU-Rheinhausen.
Die Wohnung wird derzeit saniert und verteilt sich auf 53 qm Wohnfläche. Die Wohnung wird frisch tapeziert und weiß gestrichen übergeben. Die Oberböden sind mit Laminat versehen.
Der Grundriss ist wohl durchdacht und das Wohnzimmer, das Schlafzimmer, das Bad, und die Küche sind von der Diele aus begehbar. Zu der Wohnung gehört eine kleine Terrasse, die zum Verweilen einlädt.","- frisch saniert
- Laminat
- Decken und Wände frisch weiß gestrichen
- Terrasse vom Wohnzimmer begehbar
- neues weiß gefliestes Badezimmer",66.69,NA,NA,NA,NA,May19
Nordrhein_Westfalen,190,central_heating,ONE_YEAR_FREE,10,FALSE,FALSE,15,4.1,2.4,NA,1976,113639996,1,district_heating,TRUE,Nordrhein_Westfalen,TRUE,3,690,NA,76,Rhein_Erft_Kreis,well_kept,sophisticated,negotiable,no_information,NA,FALSE,5,apartment,50354,2,105.3,1,3,2,FALSE,3,Rhein_Erft_Kreis,Hürth,"Anfragen bitte nur per E-Mail!!!

Gepflegtes Wohnhaus mit insgesamt drei Parteien in ruhiger Lage.
Fernwärmezentralheizung.
Fenster und Haustüre mit Isolierverglasung.
Kfz.- Stellplatz vor dem Hause.
Kellerraum.
Wasch- und Trockenkeller.
Sat.- Empfang.","Sehr gepflegte und helle Wohnung mit Parkettböden.
Schickes Wannenbad mit sep. Dusche.
Großzügiger Wohnbereich. 
Schlafzimmer.
Wohnungsflur.
Gäste- WC.
Küchenbereich mit Einbauküche und Essplatz.
Der Küchenboden ist mit hochwertigem PVC- Belag ausgestattet.
Kein Balkon.",NA,D,NA,NA,NA,Oct19
Nordrhein_Westfalen,240,floor_heating,ONE_YEAR_FREE,10,FALSE,TRUE,21,1.91,2.4,NA,2015,113771093,1,gas,FALSE,Nordrhein_Westfalen,FALSE,8,850,NA,120,Unna_Kreis,mint_condition,luxury,no,no_information,NA,FALSE,6,apartment,58730,3,77.3,2,NA,3,FALSE,5,Unna_Kreis,Fröndenberg/Ruhr,"Dieses exklusiv und top-modern ausgestattete Zuhause befindet sich im 1. Obergeschoss einer imposanten Wohnanlage im Stadtgebiet von Fröndenberg/Ruhr.

Die Immobilie befindet sich in traumhafter Süd-Hanglage und ist über eine private Stichstraße - etwas versteckt - zu erreichen.

Schon das Treppenhaus mit seiner speziellen Beleuchtungsart wird Sie anfangs begeistern. Sie werden denken: Hier kommt man sehr gerne nach Hause - Hier lädt man gerne Besuch zu sich ein.

Kommen Sie an, treten Sie ein und bestaunen Sie folgende Aufteilung:

- Großzügiger Wohnbereich mit Kamin
- Große Wohnküche mit Essmöglichkeit im Erkerbereich
- Elternschlafzimmer 
- Kinderzimmer (alternativ: Home-Office)
- Flur
- Tageslichtbad mit ebenerdiger Dusche, separater Wanne, Waschbecken, Bidet und WC

Die gesamte Wohnung ist hell gefliest, verfügt über eingelassene Halogen-Spots in den Decken und wird über eine Fußbodenheizung gewärmt. Die Beheizung dessen erfolgt über Erdgas.

Die auf den Fotos abgebildete Einbauküche wird übrigens nicht mitvermietet.

Sämtliche Räume sind mit doppelt verglasten Kunststoff-Fenstern ausstaffiert und können über elektrisch betriebene Roll-Läden verdunkelt werden. Die im Wohnbereich eingebrachten Panoramafenster bieten spürbar viel Tageslicht und sorgen stets für eine stets freundliche Wohnatmosphäre.

Zum Verweilen lädt die umfängliche Balkonanlage ein; diese ist vom Wohnbereich aus begehbar. Lassen Sie hier die Seele baumeln, genießen Sie ein Sonnenbad, lesen Sie ein gutes Buch, trinken Sie dort Ihren Kaffee mit Freunden, Bekannten, Verwandten oder seien Sie der ideale Gastgeber für eine Grillparty. Und der Knüller ist: Die fantastische Aussicht über Fröndenberg und das Ruhrtal. Ein Bonus der Extraklasse, das Sie direkt elektrisieren wird.

Von der Wohnung aus gelangen Sie direkt zum großflächigen Dachbodenbereich, der von Ihnen auch alleinig genutzt wird. Hier finden Ihre Waschmaschine und Ihr Trockner Platz. Darüber hinaus gibt es dort ausreichend Stauraum oder die Gelegenheit zum weiteren Trocknen von Wäsche.

Zur Wohneinheit gehört ferner ein Carport. Für die Nutzung dessen werden zusätzlich EUR 50,00 pro Monat berechnet.

Unser Fazit:
Wer sich ""abheben"" und ausgefallen wohnen möchte, liegt mit diesem Zuhause jedenfalls goldrichtig.

Sonstiges:
Der TV-Empfang erfolgt über eine Satellitenschüssel. Sie sparen somit laufende Kabelgebühren.

Haustierhaltung ist nicht gestattet.

Für den neuen Mieter fallen die üblichen Tapezier- und Renovierungsarbeiten an.

Das Objekt wird besenrein übergeben und kann zum 01.12.2019 angemietet werden. Ansonsten nach Vereinbarung.

Haben wir Ihr Interesse geweckt? Herr Manuel Korte freut sich auf Ihre Kontaktaufnahme.",NA,NA,C,NA,NA,NA,Oct19
Sachsen,165,central_heating,NA,NA,FALSE,TRUE,13,2.62,NA,949.3,NA,108674555,NA,gas,FALSE,Sachsen,TRUE,NA,784.3,48,71.3,Dresden,first_time_use,sophisticated,negotiable,Caspar-David-Friedrich-Str.,Caspar-David-Friedrich-Str.,FALSE,5,apartment,01217,2,NA,NA,1,2,TRUE,3,Dresden,Räcknitz/Zschertnitz,"Der denkmalgeschützte  ""Eichenhof"" befindet sich in einem idyllischen Umfeld im Stadtteil Dresden Zschertnitz. Der historische Hof wird aus zwei Gebäuden gebildet. Die individuelle 2 RWG verfügt über ein modernes Badezimmer mit einer Badewanne, Dusche und einem Fenster, ein Hauswirtschaftsraum mit  Waschmaschienenstellplatz sowie eine große Loggia (Balkon). PKW  Stellplätze sind auf dem Grundstück vorhanden und können gerne zusätzlich für monatlich 35,- EUR angemietet werden. Der eingefriedete Innenhof (Garten) Terrassenseitig steht allen Mieter zur allgemeinen Nutzung zur Verfügung.","Ausstattung: hochwertige Bauausführung wie moderner  Designbelag in Holzoptik, Holzfenster, teilweise Fußbodenheizung (EG), goßer Balkon (Loggia), Gartennutzung, modernes Bad mit Badewanne und Dusche sowie mit anerkannten Markenprodukten, Waschmaschienenstellplatz im Hauswirtschaftsraum, DSL möglich (Datenübertragung/Geschindigkeit je nach Anbieter),  Abstellkeller",NA,NA,NA,NA,NA,May19
